id,citations_wos,citations_all,open_access,year,language
WOS:000850585900001,2,2,,2023,English
WOS:000850607400001,2,2,,2022,English
WOS:000850616400001,9,9,,2024,English
WOS:000850687400009,0,0,,2022,English
WOS:000850687400010,0,0,,2022,English
WOS:000850687400011,0,0,,2022,English
WOS:000850742000001,2,2,"Green Published, hybrid",2022,English
WOS:000850754500001,1,1,,2023,English
WOS:000850815200001,3,3,,2022,English
WOS:000850882800001,4,4,gold,2022,English
WOS:000850882800002,35,35,gold,2022,English
WOS:000850882800003,11,11,gold,2022,English
WOS:000850915100001,4,4,,2023,English
WOS:000850915900001,10,10,,2022,English
WOS:000851171800001,8,8,,2024,English
WOS:000851254300001,5,5,,2024,English
WOS:000851258800001,10,10,,2023,English
WOS:000851271200001,0,1,,2024,English
WOS:000851276300001,3,3,,2022,English
WOS:000851346800001,7,7,hybrid,2022,English
WOS:000851346800002,10,10,,2022,English
WOS:000851346800003,4,4,,2022,English
WOS:000851346800004,5,5,,2022,English
WOS:000851408900001,4,4,"gold, Green Published",2022,English
WOS:000851408900002,0,0,"Green Submitted, gold",2022,English
WOS:000851408900003,35,36,"Green Published, gold",2022,English
WOS:000851408900004,16,16,gold,2022,English
WOS:000851408900005,8,8,"gold, Green Submitted",2022,English
WOS:000851408900006,5,5,"Green Submitted, gold",2022,English
WOS:000851408900007,4,4,gold,2022,English
WOS:000851408900008,2,2,"Green Accepted, gold",2022,English
WOS:000851408900010,9,10,"gold, Green Published",2022,English
WOS:000851408900011,0,0,gold,2022,English
WOS:000851408900012,5,5,"Green Published, gold",2022,English
WOS:000851408900013,0,0,gold,2022,English
WOS:000851408900014,3,5,"gold, Green Submitted",2022,English
WOS:000851411400001,5,6,"gold, Green Submitted",2022,English
WOS:000851411400002,12,13,"gold, Green Published",2022,English
WOS:000851411400003,8,8,"gold, Green Published",2022,English
WOS:000851411400004,7,7,gold,2022,English
WOS:000851411400005,1,1,gold,2022,English
WOS:000851411400006,3,3,gold,2022,English
WOS:000851411400007,1,1,"Green Submitted, Green Accepted, gold",2022,English
WOS:000851411400008,0,0,"gold, Green Published",2022,English
WOS:000851484100001,2,2,,2022,English
WOS:000851484300001,5,5,,2022,English
WOS:000851545700001,6,6,Green Published,2023,English
WOS:000851557100001,1,1,,2023,English
WOS:000851558300001,2,2,,2022,English
WOS:000851586500001,1,1,,2022,English
WOS:000851590100001,2,2,Green Submitted,2022,English
WOS:000851614500001,2,2,,2024,English
WOS:000851615500001,3,3,,2022,English
WOS:000851616100001,6,6,,2024,English
WOS:000851969200001,1,1,Green Accepted,2022,English
WOS:000852023200001,2,2,,2024,English
WOS:000852120000001,3,3,hybrid,2022,English
WOS:000852150500001,0,0,Green Submitted,2023,English
WOS:000852179300001,4,4,,2022,English
WOS:000852184700001,4,4,,2023,English
WOS:000852202900001,3,3,,2023,English
WOS:000852325800001,3,3,,2024,English
WOS:000852335800001,3,3,,2022,English
WOS:000852377000001,16,16,"hybrid, Green Published",2022,English
WOS:000852476400001,2,2,,2023,English
WOS:000852608000001,1,1,"Green Published, hybrid",2022,English
WOS:000852699200001,1,1,gold,2022,English
WOS:000852751900001,16,16,"Green Published, hybrid",2022,English
WOS:000852787600001,4,4,hybrid,2022,English
WOS:000852788500001,9,9,Green Accepted,2022,English
WOS:000852816500001,5,5,,2022,English
WOS:000852816500002,11,11,,2022,English
WOS:000852829200001,4,4,hybrid,2023,English
WOS:000852880100001,2,2,,2022,English
WOS:000852880100002,2,2,Green Published,2022,English
WOS:000852880100004,0,0,,2022,English
WOS:000852880100005,1,1,"Green Published, hybrid",2022,English
WOS:000852880700001,3,2,,2022,English
WOS:000852880700002,1,1,,2022,English
WOS:000852884600002,4,4,,2022,English
WOS:000852884600003,7,7,,2022,English
WOS:000852884600004,1,1,,2022,English
WOS:000852884600005,0,0,,2022,English
WOS:000852884600006,14,14,,2022,English
WOS:000852884600007,2,3,"hybrid, Green Submitted",2022,English
WOS:000852904700001,3,3,,2024,English
WOS:000853056500001,4,4,,2023,English
WOS:000853140500001,1,1,,2023,English
WOS:000853153400001,1,1,,2023,English
WOS:000853178700001,1,1,Green Published,2022,English
WOS:000853183600001,1,1,Green Published,2022,English
WOS:000853213200002,9,9,hybrid,2022,English
WOS:000853213200003,5,5,hybrid,2022,English
WOS:000853213200004,2,2,hybrid,2022,English
WOS:000853213200005,1,1,hybrid,2022,English
WOS:000853213200006,0,0,hybrid,2022,English
WOS:000853256300001,0,0,Green Published,2022,English
WOS:000853366400001,1,1,,2023,English
WOS:000853367600001,14,14,,2023,English
WOS:000853368100001,14,14,"Green Submitted, hybrid",2023,English
WOS:000853369100001,18,19,,2024,English
WOS:000853379400001,0,0,,2022,English
WOS:000853379700001,0,0,,2022,English
WOS:000853395900001,12,13,,2023,English
WOS:000853397500001,10,10,,2022,English
WOS:000853442900001,3,3,"hybrid, Green Published",2024,English
WOS:000853487300001,1,1,,2022,English
WOS:000853524800003,16,16,"Bronze, Green Published, Green Submitted",2022,English
WOS:000853542700001,5,5,Green Published,2022,English
WOS:000853545700001,1,1,,2022,English
WOS:000853622800001,1,1,,2024,English
WOS:000853628800001,0,0,,2022,English
WOS:000853630800001,2,1,Green Published,2024,English
WOS:000853757000001,1,1,,2022,English
WOS:000853892100001,0,0,,2022,English
WOS:000853895300001,5,5,,2023,English
WOS:000853895700001,2,2,,2022,English
WOS:000853925300001,2,2,,2022,English
WOS:000853925300002,6,6,gold,2022,English
WOS:000853977300001,0,0,,2024,English
WOS:000853986000001,0,0,gold,2022,English
WOS:000854006400001,1,1,"gold, Green Published",2022,English
WOS:000854059100001,3,3,,2023,English
WOS:000854234000001,0,0,,2022,English
WOS:000854269800001,2,2,Green Submitted,2022,English
WOS:000854270400001,18,18,,2023,English
WOS:000854270800001,8,8,,2024,English
WOS:000854270900001,26,26,,2023,English
WOS:000854421900001,2,2,Green Accepted,2023,English
WOS:000854460800001,3,4,"hybrid, Green Published",2022,English
WOS:000854516800001,9,9,"Green Accepted, Green Published",2022,English
WOS:000854525700001,4,4,Green Submitted,2024,English
WOS:000854654900001,1,1,hybrid,2023,English
WOS:000854655600001,3,4,,2023,English
WOS:000854677200001,2,2,,2023,English
WOS:000854743900001,5,5,,2024,English
WOS:000854777300001,3,3,,2022,English
WOS:000854796900001,1,1,,2024,English
WOS:000854797100001,8,8,"hybrid, Green Published",2024,English
WOS:000854800700001,3,3,"Green Published, Bronze",2024,English
WOS:000854801700001,17,18,,2024,English
WOS:000854809900001,4,4,"hybrid, Green Published, Green Accepted",2024,English
WOS:000854857000001,5,5,,2022,English
WOS:000854900500001,5,5,,2023,English
WOS:000855014700001,9,9,"Green Published, Green Accepted, hybrid",2023,English
WOS:000855053300001,1,1,,2022,English
WOS:000855089800001,3,3,hybrid,2023,English
WOS:000855181200001,4,4,"Green Published, hybrid",2022,English
WOS:000855194600001,0,0,"Green Accepted, gold",2022,English
WOS:000855294900001,1,1,,2023,English
WOS:000855295900001,0,1,,2023,English
WOS:000855298400001,4,4,,2022,English
WOS:000855300200001,1,1,hybrid,2022,English
WOS:000855350900001,9,9,Green Published,2022,English
WOS:000855357600001,1,1,,2022,English
WOS:000855357600002,11,11,,2022,English
WOS:000855357600003,13,14,,2022,English
WOS:000855357600004,5,6,,2022,English
WOS:000855357600005,12,12,,2022,English
WOS:000855357600006,11,12,,2022,English
WOS:000855493400001,3,3,hybrid,2023,English
WOS:000855549100001,35,36,,2022,English
WOS:000855549100002,0,0,,2022,English
WOS:000855549100003,18,19,,2022,English
WOS:000855617100001,23,24,"Green Published, Bronze",2024,English
WOS:000855627100001,10,10,,2022,English
WOS:000855627100002,9,9,hybrid,2022,English
WOS:000855678700001,2,2,,2023,English
WOS:000855689300001,3,3,,2023,English
WOS:000855745300001,2,2,gold,2022,English
WOS:000855745300002,0,0,gold,2022,English
WOS:000855745300003,0,0,gold,2022,English
WOS:000855745300004,0,0,,2022,English
WOS:000855745300005,0,0,gold,2022,English
WOS:000855800200001,7,8,Green Published,2024,English
WOS:000855803400001,1,1,,2023,English
WOS:000855815300001,4,4,,2022,English
WOS:000855816100001,2,3,,2022,English
WOS:000855846800001,27,27,,2023,English
WOS:000855889400001,0,1,,2022,English
WOS:000855897900001,3,3,"Green Published, hybrid",2023,English
WOS:000855905200001,0,0,gold,2022,English
WOS:000856028000001,11,12,,2022,English
WOS:000856246900001,1,1,,2023,English
WOS:000856345000001,1,1,,2022,English
WOS:000856499500001,8,9,Green Published,2024,English
WOS:000856539100001,9,9,Green Published,2022,English
WOS:000856636200001,1,1,gold,2022,English
WOS:000856672600001,2,2,gold,2022,English
WOS:000856774900001,25,27,,2022,English
WOS:000856780600001,39,39,gold,2022,English
WOS:000856855200001,0,0,gold,2022,English
WOS:000856946800001,18,18,hybrid,2022,English
WOS:000856984400001,0,0,gold,2022,English
WOS:000856992700001,3,3,gold,2022,English
WOS:000857089200001,0,0,,2022,English
WOS:000857110800001,1,1,gold,2022,English
WOS:000857111700001,6,6,,2022,English
WOS:000857125100001,20,21,"Green Submitted, Green Published",2022,English
WOS:000857141100001,6,6,Green Published,2022,English
WOS:000857152200001,9,9,,2022,English
WOS:000857316600001,1,1,,2022,English
WOS:000857421900001,7,7,,2022,English
WOS:000857421900002,102,102,,2022,English
WOS:000857421900003,23,25,,2022,English
WOS:000857425200001,3,3,"Green Published, hybrid",2023,English
WOS:000857429100001,2,2,hybrid,2023,English
WOS:000857460900001,2,2,,2022,English
WOS:000857615500001,2,2,"gold, Green Published",2022,English
WOS:000857681800001,0,0,Bronze,2022,English
WOS:000857749500001,3,3,gold,2022,English
WOS:000857773900001,2,2,hybrid,2023,English
WOS:000857777300001,0,0,,2024,English
WOS:000857784400001,5,5,,2023,English
WOS:000857825400001,13,13,hybrid,2022,English
WOS:000857825600001,2,5,"Green Submitted, hybrid",2022,English
WOS:000857825700001,11,11,,2023,English
WOS:000857859900001,4,7,Green Published,2022,English
WOS:000857868200001,3,3,Green Published,2024,English
WOS:000857945900001,5,5,,2023,English
WOS:000857946400001,19,19,Green Accepted,2024,English
WOS:000857947400001,6,6,,2023,English
WOS:000857971100001,3,3,,2023,English
WOS:000858055800001,0,0,,2024,English
WOS:000858056300001,2,2,,2023,English
WOS:000858161300001,2,2,Green Submitted,2022,English
WOS:000858407700001,3,3,,2022,English
WOS:000858588800001,1,2,,2023,English
WOS:000858641400001,1,1,,2022,English
WOS:000858641400002,1,1,,2022,English
WOS:000858641400003,0,0,,2022,English
WOS:000858641400004,0,0,,2022,English
WOS:000858692000001,14,14,gold,2022,English
WOS:000858725300001,7,7,,2022,English
WOS:000858725300002,13,14,,2022,English
WOS:000858776900001,0,0,,2022,English
WOS:000858829900001,0,0,,2022,English
WOS:000858829900002,1,1,Green Published,2022,English
WOS:000858829900003,0,0,,2022,English
WOS:000858923000001,6,6,,2022,English
WOS:000858944700001,7,7,,2023,English
WOS:000859006100001,0,0,,2022,English
WOS:000859013400001,3,3,Green Submitted,2023,English
WOS:000859155200001,4,4,,2022,English
WOS:000859278300001,9,9,,2024,English
WOS:000859283900001,16,16,hybrid,2022,English
WOS:000859294800001,1,1,,2023,English
WOS:000859336500001,5,5,hybrid,2022,English
WOS:000859601100001,5,5,,2022,English
WOS:000859704800001,1,1,,2022,English
WOS:000859728400008,8,9,,2022,English
WOS:000859801600001,10,10,Green Submitted,2022,English
WOS:000859801600002,5,5,"Green Published, hybrid",2022,English
WOS:000859827600006,1,1,,2022,English
WOS:000859827600007,1,1,,2022,English
WOS:000859827600008,0,0,,2022,English
WOS:000859827600009,0,0,,2022,English
WOS:000859899100001,0,0,,2022,English
WOS:000859926000001,10,10,"hybrid, Green Published",2022,English
WOS:000860014000001,4,4,,2023,English
WOS:000860044000001,1,1,,2022,English
WOS:000860056000001,1,2,,2023,English
WOS:000860066900001,11,12,Green Accepted,2023,English
WOS:000860088300001,29,29,,2023,English
WOS:000860101000001,2,4,Green Published,2022,English
WOS:000860111800001,0,0,"gold, Green Published",2022,English
WOS:000860135300001,0,0,Green Submitted,2023,English
WOS:000860292800001,5,5,,2023,English
WOS:000860397400001,3,3,,2022,English
WOS:000860397400002,1,1,,2022,English
WOS:000860397400003,8,8,,2022,English
WOS:000860485300001,0,0,gold,2022,English
WOS:000860489200001,0,1,"Green Accepted, gold",2022,English
WOS:000860535700001,1,1,,2022,English
WOS:000860560000001,0,0,"Green Published, gold",2022,English
WOS:000860584000001,1,1,gold,2022,English
WOS:000860607700001,11,11,,2022,English
WOS:000860609700001,0,0,,2022,English
WOS:000860609900001,2,2,,2022,English
WOS:000860616400001,3,3,"Green Published, hybrid",2022,English
WOS:000860667300001,35,35,Green Submitted,2023,English
WOS:000860667600001,3,3,,2023,English
WOS:000860674100001,9,9,,2023,English
WOS:000860695900001,0,0,gold,2022,English
WOS:000860799500001,2,3,Green Published,2022,English
WOS:000860820200001,13,13,Green Submitted,2022,English
WOS:000860990800002,0,0,gold,2022,English
WOS:000860990800003,0,0,gold,2022,English
WOS:000860990800004,0,0,gold,2022,English
WOS:000860990800005,0,0,gold,2022,English
WOS:000860990800006,0,0,gold,2022,English
WOS:000860990800007,0,0,gold,2022,English
WOS:000860990800008,0,0,gold,2022,English
WOS:000860990800009,0,0,gold,2022,English
WOS:000860997700001,17,18,Green Submitted,2023,English
WOS:000861157500001,6,6,,2023,English
WOS:000861159300001,7,7,,2023,English
WOS:000861162500001,3,3,,2023,English
WOS:000861188400001,0,0,,2022,English
WOS:000861188400002,20,20,,2022,English
WOS:000861188400003,3,3,,2022,English
WOS:000861188400004,18,19,"hybrid, Green Published",2022,English
WOS:000861188400005,13,13,,2022,English
WOS:000861188400006,12,13,,2022,English
WOS:000861188400007,16,18,,2022,English
WOS:000861188400008,24,24,"Green Published, Green Submitted",2022,English
WOS:000861188400009,8,8,,2022,English
WOS:000861188400010,2,2,,2022,English
WOS:000861306200001,12,12,,2023,English
WOS:000861345100001,19,19,hybrid,2023,English
WOS:000861353100001,3,3,,2023,English
WOS:000861398300001,24,24,,2022,English
WOS:000861398300002,6,6,,2022,English
WOS:000861398300003,5,5,,2022,English
WOS:000861415900002,2,2,,2022,English
WOS:000861415900003,0,0,,2022,English
WOS:000861415900004,3,3,Green Submitted,2022,English
WOS:000861415900005,0,0,,2022,English
WOS:000861415900006,1,1,,2022,English
WOS:000861415900007,0,1,,2022,English
WOS:000861415900008,0,0,,2022,English
WOS:000861420900001,1,1,,2023,English
WOS:000861430700001,12,12,Green Submitted,2023,English
WOS:000861430800001,0,0,hybrid,2024,English
WOS:000861431100001,7,7,,2023,English
WOS:000861433300001,8,8,,2024,English
WOS:000861481500001,12,12,"Green Published, Bronze",2022,English
WOS:000861481700001,1,1,Green Published,2022,English
WOS:000861484500001,3,4,Green Published,2022,English
WOS:000861491900001,4,5,,2022,English
WOS:000861492200001,3,3,,2023,English
WOS:000861509100001,0,0,"Green Published, gold",2022,English
WOS:000861557800001,2,2,Green Accepted,2023,English
WOS:000861571900001,1,2,,2023,English
WOS:000861573700001,4,4,,2022,English
WOS:000861573800001,9,9,,2022,English
WOS:000861590100001,1,1,"gold, Green Accepted",2022,English
WOS:000861616800001,1,1,gold,2022,English
WOS:000861651600001,0,1,"gold, Green Published",2022,English
WOS:000861651600002,0,0,gold,2022,English
WOS:000861651600003,8,8,gold,2022,English
WOS:000861651600005,0,0,"Green Published, gold",2022,English
WOS:000861651600006,0,0,"Green Published, gold",2022,English
WOS:000861651600008,15,15,"Green Published, gold",2022,English
WOS:000861672400001,3,5,Green Published,2022,English
WOS:000861674500001,3,3,Green Published,2022,English
WOS:000861691900001,3,3,,2023,English
WOS:000861774300001,11,11,gold,2022,English
WOS:000861774300002,16,16,gold,2022,English
WOS:000861774300003,2,2,gold,2022,English
WOS:000861774300004,34,34,gold,2022,English
WOS:000861774300005,3,3,gold,2022,English
WOS:000861774300006,18,18,gold,2022,English
WOS:000861774300007,1,1,"gold, Green Published",2022,English
WOS:000861785100001,41,42,"Green Accepted, gold",2022,English
WOS:000861854100001,2,2,,2022,English
WOS:000861892000001,4,4,hybrid,2022,English
WOS:000861978600001,24,24,,2023,English
WOS:000862009800001,1,1,"gold, Green Submitted",2022,English
WOS:000862009900001,2,2,gold,2022,English
WOS:000862050900001,0,0,,2022,English
WOS:000862053500001,0,0,,2023,English
WOS:000862057800001,2,2,,2022,English
WOS:000862059500001,3,3,Green Submitted,2023,English
WOS:000862083300001,4,4,Green Published,2023,English
WOS:000862464300001,22,22,,2022,English
WOS:000862470600001,22,22,,2023,English
WOS:000862470600002,34,36,"hybrid, Green Accepted",2023,English
WOS:000862470600003,15,15,,2023,English
WOS:000862491500001,3,3,Green Published,2022,English
WOS:000862527700001,7,8,"Green Published, Green Submitted, Bronze",2022,English
WOS:000862527700002,1,1,,2022,English
WOS:000862527700003,16,16,"Bronze, Green Published",2022,English
WOS:000862618500001,0,0,,2023,English
WOS:000862644700001,0,0,,2022,English
WOS:000862644700002,6,6,,2022,English
WOS:000862653300001,1,1,,2022,English
WOS:000862691200001,0,0,gold,2022,English
WOS:000862691200002,0,0,,2022,English
WOS:000862691200004,0,0,gold,2022,English
WOS:000862691200005,1,1,gold,2022,English
WOS:000862691200006,1,1,gold,2022,English
WOS:000862691200008,0,0,gold,2022,English
WOS:000862691200012,2,3,gold,2022,English
WOS:000862695600001,10,11,Bronze,2022,English
WOS:000862695600002,9,9,,2022,English
WOS:000862695600003,23,23,,2022,English
WOS:000862695600004,8,9,"Green Published, hybrid",2022,English
WOS:000862695600005,4,4,,2022,English
WOS:000862748900001,1,1,,2022,English
WOS:000862748900002,9,10,,2022,English
WOS:000862748900003,4,5,,2022,English
WOS:000862748900004,4,4,,2022,English
WOS:000862748900005,12,12,,2022,English
WOS:000862748900006,10,11,,2022,English
WOS:000862748900007,1,1,,2022,English
WOS:000862748900009,1,1,,2022,English
WOS:000862748900011,9,10,,2022,English
WOS:000862748900012,8,10,Green Submitted,2022,English
WOS:000862748900013,3,4,,2022,English
WOS:000862748900014,4,4,,2022,English
WOS:000862748900015,5,5,,2022,English
WOS:000862748900016,9,10,,2022,English
WOS:000862748900017,2,2,,2022,English
WOS:000862748900018,1,1,,2022,English
WOS:000862763100001,3,3,Green Published,2022,English
WOS:000862763100003,3,4,"Green Accepted, hybrid",2022,English
WOS:000862806600001,0,0,,2023,English
WOS:000862816500001,22,23,hybrid,2022,English
WOS:000862869000001,80,83,Green Accepted,2022,English
WOS:000862869000002,14,14,,2022,English
WOS:000862869000003,11,11,,2022,English
WOS:000862869000004,10,11,,2022,English
WOS:000862869000005,15,15,,2022,English
WOS:000862916000001,1,1,Green Accepted,2023,English
WOS:000863018900001,5,5,,2022,English
WOS:000863018900002,3,3,,2022,English
WOS:000863018900003,1,1,,2022,English
WOS:000863018900004,26,26,,2022,English
WOS:000863018900005,8,8,,2022,English
WOS:000863018900006,6,6,hybrid,2022,English
WOS:000863018900007,14,14,,2022,English
WOS:000863018900008,0,0,,2022,English
WOS:000863018900009,28,28,,2022,English
WOS:000863018900010,8,8,,2022,English
WOS:000863018900011,12,14,,2022,English
WOS:000863037000001,0,0,gold,2022,English
WOS:000863060000003,2,2,,2022,English
WOS:000863060000004,2,2,"Bronze, Green Submitted",2022,English
WOS:000863060000005,2,2,,2022,English
WOS:000863060000006,5,5,,2022,English
WOS:000863267700001,7,7,hybrid,2022,English
WOS:000863267700002,2,2,,2022,English
WOS:000863283300001,4,5,Green Accepted,2022,English
WOS:000863346300001,4,4,hybrid,2022,English
WOS:000863346300002,3,3,,2022,English
WOS:000863346300003,0,0,hybrid,2022,English
WOS:000863346300004,2,2,,2022,English
WOS:000863346300005,7,7,hybrid,2022,English
WOS:000863346300006,0,0,hybrid,2022,English
WOS:000863346300008,2,2,hybrid,2022,English
WOS:000863346300009,1,1,hybrid,2022,English
WOS:000863346300010,2,2,hybrid,2022,English
WOS:000863346300011,0,0,hybrid,2022,English
WOS:000863346300012,1,1,hybrid,2022,English
WOS:000863346300013,1,1,hybrid,2022,English
WOS:000863346300014,1,1,hybrid,2022,English
WOS:000863366700001,3,3,,2022,English
WOS:000863379300001,0,0,hybrid,2023,English
WOS:000863402600001,5,5,Bronze,2023,English
WOS:000863404600001,3,3,,2023,English
WOS:000863480200001,22,22,,2022,English
WOS:000863480200002,16,16,,2022,English
WOS:000863480200003,2,2,,2022,English
WOS:000863487800001,17,17,,2024,English
WOS:000863488600001,4,4,,2023,English
WOS:000863489000001,0,0,,2023,English
WOS:000863500900001,2,2,,2023,English
WOS:000863575400001,14,14,,2023,English
WOS:000863577000001,9,9,,2023,English
WOS:000863657500001,0,0,hybrid,2023,English
WOS:000863661800001,0,0,Green Submitted,2022,English
WOS:000863699900001,5,5,"Green Submitted, hybrid",2023,English
WOS:000863720700001,9,11,,2023,English
WOS:000863772800001,0,1,,2022,English
WOS:000863797600001,0,0,,2022,English
WOS:000863797600010,2,2,,2022,English
WOS:000863828100001,1,1,"Green Published, hybrid",2023,English
WOS:000863835500001,2,2,,2023,English
WOS:000863924200001,6,6,Green Accepted,2023,English
WOS:000863924400001,5,5,,2023,English
WOS:000863924800001,0,0,,2023,English
WOS:000863935600008,0,0,,2022,English
WOS:000863935600009,0,0,,2022,English
WOS:000863935600010,0,0,,2022,English
WOS:000863935600011,0,0,,2022,English
WOS:000863948600001,5,5,"Green Accepted, hybrid",2023,English
WOS:000863949800001,1,1,,2023,English
WOS:000863973700001,0,0,,2024,English
WOS:000864217800001,11,11,"Green Published, hybrid",2023,English
WOS:000864222200001,1,1,hybrid,2023,English
WOS:000864266700001,0,1,,2022,English
WOS:000864272200001,9,16,,2022,English
WOS:000864290100001,3,3,hybrid,2022,English
WOS:000864362500001,9,9,,2022,English
WOS:000864465200001,0,0,gold,2022,English
WOS:000864536100001,55,56,Green Submitted,2022,English
WOS:000864632400001,6,6,hybrid,2022,English
WOS:000864696600001,33,33,Green Published,2022,English
WOS:000864696600002,7,7,,2022,English
WOS:000864696600003,16,16,hybrid,2022,English
WOS:000864696600004,15,15,Green Submitted,2022,English
WOS:000864696600005,6,6,,2022,English
WOS:000864696600006,6,7,,2022,English
WOS:000864696600007,12,12,,2022,English
WOS:000864696600008,6,6,hybrid,2022,English
WOS:000864708500001,12,12,,2022,English
WOS:000864709300001,1,1,,2023,English
WOS:000864767300001,0,0,,2022,English
WOS:000864771800001,0,0,,2022,English
WOS:000864834500001,27,29,,2023,English
WOS:000864841700001,2,2,"Green Published, hybrid",2022,English
WOS:000864848700001,1,1,,2023,English
WOS:000864848800001,3,3,Green Accepted,2023,English
WOS:000864894800001,0,0,,2023,English
WOS:000864944900001,24,24,hybrid,2022,English
WOS:000864975100001,1,1,,2023,English
WOS:000865006200001,7,7,,2022,English
WOS:000865036700001,5,5,Green Submitted,2023,English
WOS:000865040100001,2,2,,2022,English
WOS:000865093600001,0,0,Green Accepted,2023,English
WOS:000865113100001,0,0,,2023,English
WOS:000865130900001,2,2,,2023,English
WOS:000865317900003,1,1,,2022,English
WOS:000865317900004,2,2,,2022,English
WOS:000865317900005,1,1,,2022,English
WOS:000865317900006,3,3,,2022,English
WOS:000865317900007,0,0,,2022,English
WOS:000865317900008,3,3,,2022,English
WOS:000865317900010,0,0,,2022,English
WOS:000865317900011,0,0,,2022,English
WOS:000865317900012,0,0,,2022,English
WOS:000865317900013,2,2,,2022,English
WOS:000865317900014,1,1,,2022,English
WOS:000865317900015,0,0,,2022,English
WOS:000865317900016,1,1,,2022,English
WOS:000865317900017,3,3,,2022,English
WOS:000865317900018,0,0,,2022,English
WOS:000865317900019,3,3,,2022,English
WOS:000865317900020,5,5,,2022,English
WOS:000865317900021,0,0,,2022,English
WOS:000865317900022,1,1,,2022,English
WOS:000865317900023,0,0,,2022,English
WOS:000865317900024,1,1,,2022,English
WOS:000865317900025,2,2,,2022,English
WOS:000865317900026,0,0,,2022,English
WOS:000865317900027,2,2,,2022,English
WOS:000865435400001,2,2,hybrid,2023,English
WOS:000865506000001,6,6,,2022,English
WOS:000865508000001,5,5,,2022,English
WOS:000865701600001,2,2,"hybrid, Green Published",2023,English
WOS:000865725300001,0,0,"hybrid, Green Published",2022,English
WOS:000865725300002,15,15,"Green Published, hybrid, Green Submitted",2023,English
WOS:000865725300003,0,0,hybrid,2022,English
WOS:000865725300004,3,3,,2023,English
WOS:000865725300005,17,17,hybrid,2022,English
WOS:000865725300006,7,7,,2022,English
WOS:000865725300007,3,3,"Green Published, hybrid",2022,English
WOS:000865725300008,7,7,"Bronze, Green Published",2023,English
WOS:000865725300009,6,6,,2023,English
WOS:000865725300010,2,2,,2023,English
WOS:000865726000001,10,10,,2023,English
WOS:000865726300001,3,3,,2024,English
WOS:000865730600001,3,3,hybrid,2022,English
WOS:000865776100001,5,5,,2023,English
WOS:000865777900001,2,2,Green Accepted,2023,English
WOS:000865825900016,0,0,Green Published,2022,English
WOS:000865826900001,6,7,hybrid,2023,English
WOS:000865926100001,11,11,,2023,English
WOS:000865932900001,5,5,"hybrid, Green Submitted, Green Published",2023,English
WOS:000865932900002,1,1,hybrid,2022,English
WOS:000865932900003,7,7,,2022,English
WOS:000865933200001,1,1,,2023,English
WOS:000865949600001,0,0,gold,2022,English
WOS:000865953700002,2,2,"Green Published, gold",2022,English
WOS:000865953700003,0,0,"gold, Green Published",2022,English
WOS:000865953700004,2,2,"Green Published, gold",2022,English
WOS:000865953700005,2,2,"Green Published, gold",2022,English
WOS:000865953700007,0,0,"Green Published, gold",2022,English
WOS:000865953700008,0,1,"gold, Green Published",2022,English
WOS:000865960100001,0,0,Green Submitted,2022,English
WOS:000865966200002,6,6,,2022,English
WOS:000865966200003,7,8,,2022,English
WOS:000865966200004,5,5,,2022,English
WOS:000865966200005,2,3,,2022,English
WOS:000865966200006,1,1,,2022,English
WOS:000865966200007,1,1,,2022,English
WOS:000865966200008,4,4,,2022,English
WOS:000865966200009,5,5,,2022,English
WOS:000865966200010,4,5,gold,2022,English
WOS:000866037900001,1,1,,2023,English
WOS:000866191700001,2,2,,2023,English
WOS:000866230000001,7,7,Green Submitted,2022,English
WOS:000866230000002,5,6,,2022,English
WOS:000866230000003,8,8,,2022,English
WOS:000866230000004,7,7,,2022,English
WOS:000866230000005,4,5,,2022,English
WOS:000866230000006,12,12,"Green Published, hybrid",2022,English
WOS:000866230000007,3,3,,2022,English
WOS:000866313900001,4,4,,2023,English
WOS:000866353400001,1,1,"hybrid, Green Accepted, Green Submitted",2022,English
WOS:000866395400001,2,2,,2023,English
WOS:000867168600001,3,3,Bronze,2022,English
WOS:000867238500001,2,2,Green Published,2022,English
WOS:000867245400001,12,12,hybrid,2023,English
WOS:000867258800001,1,1,gold,2022,English
WOS:000867281300001,0,0,,2024,English
WOS:000867292100001,2,2,hybrid,2022,English
WOS:000867365200001,0,0,Green Published,2022,English
WOS:000867369200001,4,4,,2022,English
WOS:000867381800001,3,3,Green Published,2022,English
WOS:000867398100001,6,6,Green Published,2022,English
WOS:000867438500005,2,2,,2022,English
WOS:000867438500006,0,0,,2022,English
WOS:000867438500007,0,0,,2022,English
WOS:000867438500008,0,0,,2022,English
WOS:000867548000001,6,6,,2023,English
WOS:000867559500001,5,5,,2023,English
WOS:000867559800001,13,14,Green Published,2022,English
WOS:000867582800001,0,0,gold,2022,English
WOS:000867587900001,1,1,,2023,English
WOS:000867589000001,2,2,,2023,English
WOS:000867700200001,3,3,,2022,English
WOS:000867893700001,2,2,Green Published,2022,English
WOS:000868034000001,0,0,,2023,English
WOS:000868067000001,1,1,,2023,English
WOS:000868081800001,3,3,"hybrid, Green Submitted",2022,English
WOS:000868092900001,2,2,,2024,English
WOS:000868223200001,2,2,,2023,English
WOS:000868224700001,17,18,,2023,English
WOS:000868227300001,0,0,Green Published,2022,English
